row_index,parse_ok,length,finite_count,nonfinite_count,min,max,mean,split
72,True,2151,2151,0,0.035,0.98,0.4424602510460251,original
73,True,2151,2151,0,0.06,1.048,0.46807996280799624,original
74,True,2151,2151,0,0.034,0.954,0.4346345885634589,original
75,True,2151,2151,0,0.079,0.966,0.4639456066945607,original
76,True,2151,2151,0,0.061,1.038,0.4556043700604371,original
77,True,2151,2151,0,0.055,1.022,0.47032589493258947,original
78,True,2151,2151,0,0.06,1.034,0.46858856345885636,original
79,True,2151,2151,0,0.043,0.912,0.43122640632264064,original
80,True,2151,2151,0,0.036,0.967,0.4395941422594141,original
81,True,2151,2151,0,0.068,0.973,0.49478521617852167,original
82,True,2151,2151,0,0.055,0.961,0.4544328219432822,original
83,True,2151,2151,0,0.067,0.961,0.48171734077173406,original
84,True,2151,2151,0,0.041,0.949,0.4390427708042771,original
85,True,2151,2151,0,0.06,0.982,0.4810525337052533,original
86,True,2151,2151,0,0.051,1.0,0.46884332868433287,original
87,True,2151,2151,0,0.036,1.004,0.4297136215713621,original
88,True,2151,2151,0,0.046,0.99,0.4595574151557415,original
89,True,2151,2151,0,0.054,0.993,0.45390144119014414,original
90,True,2151,2151,0,0.041,0.975,0.43653742445374244,original
91,True,2151,2151,0,0.07,0.98,0.4902854486285449,original
92,True,2151,2151,0,0.067,0.949,0.4447949790794979,original
93,True,2151,2151,0,0.067,0.982,0.46993305439330546,original
94,True,2151,2151,0,0.06,0.982,0.4594300325430033,original
95,True,2151,2151,0,0.057,0.968,0.4662026964202696,original
96,True,2151,2151,0,0.068,0.957,0.4726420269642027,original
97,True,2151,2151,0,0.068,0.965,0.4730813575081358,original
98,True,2151,2151,0,0.052,0.974,0.4599163179916318,original
99,True,2151,2151,0,0.058,0.931,0.4258568107856811,original
100,True,2151,2151,0,0.066,0.95,0.4520185960018596,original
101,True,2151,2151,0,0.052,0.973,0.4532677824267783,original
102,True,2151,2151,0,0.054,0.979,0.4366978149697815,original
103,True,2151,2151,0,0.055,0.945,0.4410887959088796,original
104,True,2151,2151,0,0.064,0.996,0.4823747094374709,original
105,True,2151,2151,0,0.057,0.957,0.45286378428637836,original
106,True,2151,2151,0,0.05,0.982,0.47691445839144586,original
107,True,2151,2151,0,0.045,0.967,0.4185323105532311,original
108,True,2151,2151,0,0.036,0.972,0.42450116225011625,original
