stage,change_type,spectral_index_retained,wavelength_nm,mean_reflectance,smoothed_reflectance,first_derivative,second_derivative,score,score_abs,score_norm,common_id,common_representative_wavelength_nm
Fresh,local_minimum,266,666.0,0.06931914389133453,0.0694670292586199,-1.77868571750589e-05,3.8140393783792775e-05,0.06629777883242068,0.06629777883242068,0.22445426295315662,2,697.0
Stage1,local_minimum,271,671.0,0.07464892417192459,0.07463598199657824,5.040708950020123e-05,9.888041749805607e-05,0.035372807095910036,0.035372807095910036,0.1197563098662077,2,697.0
Stage3,local_minimum,271,671.0,0.08253191411495209,0.08260842641448521,-1.87618789230376e-06,0.00017710258082927546,0.04241035651124994,0.04241035651124994,0.14358226595154314,2,697.0
Dry,local_minimum,271,671.0,0.1092233955860138,0.10937870185287307,2.5458105751552385e-05,0.00022696119545080606,0.05134591188393475,0.05134591188393475,0.17383401089042946,2,697.0
Stage2,local_minimum,271,671.0,0.08051063865423203,0.08066187632771932,1.0901858446418777e-05,0.00015631606483080748,0.04021710302051104,0.04021710302051104,0.13615690262259098,2,697.0
Dry,slope_curvature_change,280,680.0,0.11965956538915634,0.12004523969631012,0.002451755584117976,0.0002945764784200236,0.0002944787554851093,0.0002944787554851093,0.3920997389883103,2,697.0
Stage3,slope_curvature_change,282,682.0,0.09469147771596909,0.09496878822407137,0.002368397127721217,0.00023769788554793905,0.00023754941545737,0.00023754941545737,0.31629807605041427,2,697.0
Stage2,slope_curvature_change,285,685.0,0.09889364242553711,0.09925123154724902,0.002827322165344988,0.00022940099181335133,0.00022935459011875353,0.00022935459011875353,0.3053866306015463,2,697.0
Stage1,slope_curvature_change,290,690.0,0.10353189706802368,0.10457837431929388,0.004095592245870777,0.00036390881056080557,0.0003638526091188435,0.0003638526091188435,0.484471325718192,2,697.0
Fresh,slope_curvature_change,297,697.0,0.12059573084115982,0.12341719364999548,0.007779764137888376,0.000751260757508046,0.0007510302257403151,0.0007510302257403151,1.0,2,697.0
Fresh,local_maximum,515,915.0,0.937340259552002,0.9373863936314077,3.337016275917204e-06,-1.3851148436716532e-05,0.03879743680660652,0.03879743680660652,0.044462338157835506,3,915.0
Stage1,slope_curvature_change,544,944.0,0.800680935382843,0.8004443761624397,0.001015954148312459,-7.665339344634092e-05,7.662380057493756e-05,7.662380057493756e-05,0.1020249224981684,4,944.0
Fresh,local_minimum,573,973.0,0.8987447023391724,0.8985889568248012,-2.081025139805126e-05,5.061021105726149e-05,0.03879743680660652,0.03879743680660652,0.13135055557306338,5,985.0
Fresh,slope_curvature_change,585,985.0,0.9013723731040955,0.9013975731028374,0.0006394809834672222,0.00017425148476721275,0.00017401612055700788,0.00017401612055700788,0.23170321858281334,5,985.0
Dry,slope_curvature_change,585,985.0,0.890670120716095,0.8906940233419002,0.0012477446565590244,0.00018867588414506198,0.0001886429709472004,0.0001886429709472004,0.2511789332596419,5,985.0
Fresh,local_maximum,669,1069.0,0.9418085813522339,0.9418583763526588,4.5613344958339574e-06,-1.6375835195758803e-05,0.8725910155440022,0.8725910155440022,1.0,6,1069.0
Stage1,local_maximum,706,1106.0,0.9195957779884338,0.9196605837336358,4.210101664958721e-06,-1.0409231843672151e-05,0.850652750146372,0.850652750146372,0.9748584789359157,7,1106.0
Stage2,local_maximum,716,1116.0,0.924021303653717,0.9241127649709646,-9.998801214772257e-07,-3.0678576665554846e-05,0.8128757557018615,0.8128757557018615,0.9315655802335849,7,1106.0
Stage3,local_maximum,719,1119.0,0.9166277647018433,0.916607749782751,-1.6857458084218457e-05,-3.255835159535203e-05,0.7549533938118147,0.7549533938118147,0.8651858434975425,7,1106.0
Fresh,slope_curvature_change,754,1154.0,0.8327447772026062,0.8335124594893242,-0.0024250665368221735,0.00021613991312363634,0.00021539003919673894,0.00021539003919673894,0.2867927705365279,8,1154.0
Stage1,slope_curvature_change,755,1155.0,0.8474361896514893,0.8479404532037533,-0.0016751458405218633,0.00016659912897662443,0.0001660597036263478,0.0001660597036263478,0.2211092149622305,8,1154.0
Stage2,slope_curvature_change,756,1156.0,0.8738297820091248,0.8741950833986402,-0.0011984348230816844,0.00012035329459544886,0.00012028273972930492,0.00012028273972930492,0.16015698916876253,8,1154.0
Stage3,slope_curvature_change,759,1159.0,0.8831595778465271,0.8832617955388813,-0.0007103115805408566,7.069087363628657e-05,7.066839155259186e-05,7.066839155259186e-05,0.09409526957844035,8,1154.0
Stage1,local_minimum,794,1194.0,0.8331488966941833,0.8331467634457856,9.378826115735706e-07,3.880175580775469e-05,0.03942464313898486,0.03942464313898486,0.1334739922482102,9,1194.0
Stage2,local_minimum,794,1194.0,0.862840473651886,0.8627721397564696,-3.4691693387434164e-06,3.462983149349341e-05,0.03853103821361148,0.03853103821361148,0.1304486505485587,9,1194.0
Stage3,local_minimum,795,1195.0,0.8738403916358948,0.8738207595029077,-1.0742367501259675e-05,3.272921844477139e-05,0.03494675721928231,0.03494675721928231,0.11831389787708996,9,1194.0
Fresh,local_minimum,797,1197.0,0.807893693447113,0.8079751002762942,1.033633986546878e-05,4.571133489758572e-05,0.036810704044991094,0.036810704044991094,0.12462437793111782,9,1194.0
Fresh,local_maximum,867,1267.0,0.8447870016098022,0.8447858043212852,5.847008310966295e-06,-4.1739285649239344e-05,0.036810704044991094,0.036810704044991094,0.04218551805973166,10,1269.0
Stage1,local_maximum,869,1269.0,0.872574508190155,0.8725714065847705,-1.8659782838881256e-05,-3.5370359985908983e-05,0.03942464313898486,0.03942464313898486,0.04518112430301179,10,1269.0
Stage2,local_maximum,871,1271.0,0.9013084769248962,0.9013031779700811,-6.486361399771212e-06,-2.5385591990806367e-05,0.03853103821361148,0.03853103821361148,0.04415704210475964,10,1269.0
Stage3,local_maximum,875,1275.0,0.9087979793548584,0.90876751672219,2.994492992069997e-06,-1.401096561312598e-05,0.03494675721928231,0.03494675721928231,0.04004941214928203,10,1269.0
Dry,local_maximum,913,1313.0,0.9918510913848877,0.9918117752112453,-2.1021350937733274e-07,-8.37946585449667e-06,0.7204701838697529,0.7204701838697529,0.8256676622100996,11,1313.0
Stage1,slope_curvature_change,918,1318.0,0.8231063485145569,0.8229844941385229,-0.0023601882642652616,-7.260498949673844e-05,7.155217552029525e-05,7.155217552029525e-05,0.09527203176112377,11,1313.0
Fresh,slope_curvature_change,977,1377.0,0.5623192191123962,0.5609748643375518,-0.007961740957821206,-0.00048098058361339957,0.00048093742012239593,0.00048093742012239593,0.6403702589310839,12,1377.0
Stage1,slope_curvature_change,979,1379.0,0.6128725409507751,0.6114319846228216,-0.008165016633239874,-0.00045549519573281905,0.00045545414521111494,0.00045545414521111494,0.6064391679604624,12,1377.0
Stage2,slope_curvature_change,980,1380.0,0.6913405060768127,0.6901230250442334,-0.0069601599174893836,-0.00040104901908755153,0.0004006911056723683,0.0004006911056723683,0.533521943510854,12,1377.0
Stage3,slope_curvature_change,981,1381.0,0.759223461151123,0.7583590050005694,-0.004990260805853464,-0.0002919516900707353,0.000291818407629707,0.000291818407629707,0.38855747429080106,12,1377.0
Dry,slope_curvature_change,1004,1404.0,0.8964254260063171,0.8956801056294985,-0.004029380324660936,-0.0002578103903366491,0.00025771574558647314,0.00025771574558647314,0.34314963200373766,12,1377.0
Stage1,local_minimum,1043,1443.0,0.24538299441337585,0.24532149497798067,1.1012444832231294e-05,4.0391373606001035e-05,0.2951450679104172,0.2951450679104172,0.9992275736649027,13,1446.0
Stage2,local_minimum,1044,1444.0,0.34340429306030273,0.3433351232713918,2.4121478071903457e-05,4.775942107254627e-05,0.26253910540376224,0.26253910540376224,0.8888385468951157,13,1446.0
Fresh,local_minimum,1046,1446.0,0.18271276354789734,0.1826025512265665,1.1831076716081745e-05,2.991690265841812e-05,0.2953732219657461,0.2953732219657461,1.0,13,1446.0
Stage3,local_minimum,1047,1447.0,0.4573829472064972,0.4572569804324511,-1.084444701024423e-05,5.1299404454210884e-05,0.19634979730645497,0.19634979730645497,0.6647515167411665,13,1446.0
Dry,local_minimum,1054,1454.0,0.7042233943939209,0.7039755028050222,2.959195518048574e-05,8.015884754208891e-05,0.0919204132659831,0.0919204132659831,0.31120090255386434,13,1446.0
Dry,local_maximum,1238,1638.0,0.7958829998970032,0.7958959160710053,1.2703823819071314e-05,-4.4643943731020874e-05,0.0919204132659831,0.0919204132659831,0.10534192035965081,14,1653.0
Stage3,local_maximum,1244,1644.0,0.6537235975265503,0.6536067777389061,-1.9282530527964248e-05,-5.9601106710216456e-05,0.19634979730645497,0.19634979730645497,0.22501927456134072,14,1653.0
Stage2,local_maximum,1247,1647.0,0.6060105562210083,0.6058742286751541,-1.725995970980332e-05,-6.02480437350561e-05,0.26253910540376224,0.26253910540376224,0.3008730329868073,14,1653.0
Dry,slope_curvature_change,1248,1648.0,0.7931382060050964,0.7928632425277953,-0.0007030694263385762,-8.933273108180373e-05,8.887558684259056e-05,8.887558684259056e-05,0.11833822900400977,14,1653.0
Stage3,slope_curvature_change,1248,1648.0,0.6532127857208252,0.6530266951135354,-0.00027956865183176305,-6.770784469861679e-05,6.664285694502059e-05,6.664285694502059e-05,0.08873525280467713,14,1653.0
Stage1,local_maximum,1249,1649.0,0.5406382083892822,0.5404665628883979,1.8102655107987697e-05,-5.545268159795613e-05,0.2951450679104172,0.2951450679104172,0.3382398657020483,14,1653.0
Fresh,local_maximum,1253,1653.0,0.4781382977962494,0.4779757731923126,-1.9095425948634226e-05,-4.032691579966552e-05,0.2953732219657461,0.2953732219657461,0.3385013330461587,14,1653.0
Stage3,slope_curvature_change,1325,1725.0,0.5875425338745117,0.5877105625987821,-0.00048555498092300864,8.841289591768331e-05,8.781877370719893e-05,8.781877370719893e-05,0.11693107773476505,15,1726.0
Dry,slope_curvature_change,1325,1725.0,0.7044574022293091,0.7047962624583561,-0.0001497643488653222,0.00014450160952445001,0.0001425343247416222,0.0001425343247416222,0.18978507103508577,15,1726.0
Dry,local_minimum,1326,1726.0,0.704042375087738,0.7047205023510235,-3.976284981499489e-06,0.00014178684669360897,0.07418263282798754,0.07418263282798754,0.2511488087318571,15,1726.0
Stage2,slope_curvature_change,1326,1726.0,0.5464681386947632,0.5467635387235684,-0.0006187107568081385,6.393936378601417e-05,6.286259855492471e-05,6.286259855492471e-05,0.08370182237733373,15,1726.0
Stage1,slope_curvature_change,1385,1785.0,0.4463724195957184,0.44635181787316436,-0.00014396832907620505,7.995225949482265e-05,7.953307034698487e-05,7.953307034698487e-05,0.10589862780633964,16,1785.0
Dry,slope_curvature_change,1416,1816.0,0.7528190016746521,0.7529271984861933,0.0007847419931741872,-0.00024238834699105705,0.0002422220790237184,0.0002422220790237184,0.3225197478369824,17,1816.0
Dry,local_maximum,1461,1861.0,0.7791275382041931,0.778903135179011,1.8235667070820583e-05,-6.318743603328514e-05,0.07418263282798754,0.07418263282798754,0.08501420654868835,18,1861.0
Fresh,slope_curvature_change,1493,1893.0,0.09088297933340073,0.09174263630947661,-0.004392732322420809,0.0003598058267196627,0.000359773762627337,0.000359773762627337,0.4790403239399536,19,1926.0
Stage1,slope_curvature_change,1495,1895.0,0.11515958607196808,0.11617846918296731,-0.005371266895194286,0.0003973925684921664,0.0003970868422916163,0.0003970868422916163,0.5287228512010882,19,1926.0
Stage2,slope_curvature_change,1498,1898.0,0.17494678497314453,0.17561046000419128,-0.006303953423316841,0.00041302576184944206,0.0004129956974085504,0.0004129956974085504,0.5499055607268629,19,1926.0
Stage3,slope_curvature_change,1503,1903.0,0.26308515667915344,0.26369178511667757,-0.006274091722310693,0.00039985858597858803,0.00039982584983469516,0.00039982584983469516,0.5323698516135935,19,1926.0
Dry,slope_curvature_change,1513,1913.0,0.5829148888587952,0.583694977301732,-0.004360579892228822,0.00037129633509114246,0.00037115303591749027,0.00037115303591749027,0.4941918756354081,19,1926.0
Stage2,local_minimum,1526,1926.0,0.11358508467674255,0.11354613230980597,-3.109642660754225e-05,7.026405289840137e-05,0.19893897637469504,0.19893897637469504,0.6735173048211041,19,1926.0
Stage1,local_minimum,1526,1926.0,0.06625530868768692,0.06621619869452398,-7.646004074629564e-06,3.5416927433123274e-05,0.18307337241275085,0.18307337241275085,0.6198035529232285,19,1926.0
Stage3,local_minimum,1527,1927.0,0.2041383683681488,0.20403725166950057,-1.6514529460054383e-06,0.00011466629520646282,0.16077153234603472,0.16077153234603472,0.5442996195663231,19,1926.0
Fresh,local_minimum,1527,1927.0,0.05340426042675972,0.05341788821448826,-9.349629543634747e-06,1.6666966877422126e-05,0.15163725028347955,0.15163725028347955,0.5133750760286071,19,1926.0
Dry,local_minimum,1529,1929.0,0.5541171431541443,0.5539422679000292,-2.8489929248975976e-05,0.00014798412496344615,0.05227545691833413,0.05227545691833413,0.17698102952743772,19,1926.0
Dry,local_maximum,1596,1996.0,0.6061913967132568,0.6062177248183633,-1.2877710379832763e-05,-8.04014219916438e-05,0.05227545691833413,0.05227545691833413,0.05990831441891924,20,2010.0
Dry,slope_curvature_change,1610,2010.0,0.5962764620780945,0.5961186174604074,-0.0015624558850888537,-0.00013604024831059824,0.0001350544857923741,0.0001350544857923741,0.1798256330619004,20,2010.0
Stage3,slope_curvature_change,1616,2016.0,0.3174680471420288,0.31740162466373834,0.0006524770547844672,-6.11886816073437e-05,6.04057761954685e-05,6.04057761954685e-05,0.08043055275961036,20,2010.0
Dry,local_minimum,1743,2143.0,0.4115425646305084,0.4117200617054014,9.832812013749193e-06,3.845323529252931e-05,0.06627437879491938,0.06627437879491938,0.2243750410204927,21,2143.0
Fresh,local_maximum,1822,2222.0,0.20509573817253113,0.2050551384979678,1.2958600675655463e-05,-3.544851498665097e-05,0.14843034609114286,0.14843034609114286,0.17010299607383245,22,2224.0
Stage1,local_maximum,1823,2223.0,0.2492872178554535,0.24928957110727484,1.831484107352177e-05,-4.4832541967541883e-05,0.1785244977036589,0.1785244977036589,0.20459126271471043,22,2224.0
Stage2,local_maximum,1824,2224.0,0.3125212490558624,0.312485108684501,1.7534907154198587e-05,-5.687545393168181e-05,0.19893897637469504,0.19893897637469504,0.2279865055115997,22,2224.0
Stage3,local_maximum,1825,2225.0,0.3648936450481415,0.3648087840155353,2.369225410925324e-05,-7.653613853096652e-05,0.16077153234603472,0.16077153234603472,0.1842461467997174,22,2224.0
Dry,local_maximum,1826,2226.0,0.47807443141937256,0.47799444050032075,-3.1228066214028516e-06,-0.00011315691373460501,0.06627437879491938,0.06627437879491938,0.0759512504877233,22,2224.0
Stage2,slope_curvature_change,1831,2231.0,0.3112553358078003,0.3110666669997746,-0.0004423031287145718,-7.451563736030065e-05,7.419318822651788e-05,7.419318822651788e-05,0.09878855162371558,22,2224.0
Stage3,slope_curvature_change,1832,2232.0,0.36302125453948975,0.3629310436419345,-0.0005851395722767938,-9.44703641067024e-05,9.33014487024264e-05,9.33014487024264e-05,0.1242312832488947,22,2224.0
Dry,slope_curvature_change,1836,2236.0,0.47158509492874146,0.47131061297488874,-0.001377396408341447,-0.00014494954545182792,0.00014099082346806513,0.00014099082346806513,0.18772989240091617,22,2224.0
Dry,slope_curvature_change,1907,2307.0,0.35197874903678894,0.3530563920546325,-0.0001824816286003228,0.00019089186944373782,0.0001906899526068484,0.0001906899526068484,0.25390449820961475,23,2307.0
Stage3,slope_curvature_change,1907,2307.0,0.2706170082092285,0.2711889084591568,-0.0004975771154186737,0.00013123837887596412,0.00013112987532255815,0.00013112987532255815,0.17459999721489125,23,2307.0
Stage2,slope_curvature_change,1908,2308.0,0.22863830626010895,0.2292510982211351,-0.0005311186897499903,9.256614104102834e-05,9.253892973357797e-05,9.253892973357797e-05,0.12321598593766225,23,2307.0
Stage3,slope_curvature_change,2078,2478.0,0.16845747828483582,0.16845338012495517,-0.0005703789783519653,7.06073361956619e-05,7.027174784225709e-05,7.027174784225709e-05,0.09356713675936003,24,2480.0
Dry,slope_curvature_change,2080,2480.0,0.2797020971775055,0.2791445899665383,-0.0006679608033127171,9.921268012913487e-05,9.813608065063761e-05,9.813608065063761e-05,0.13066861663776802,24,2480.0
