stage,change_type,spectral_index_retained,wavelength_nm,mean_reflectance,smoothed_reflectance,first_derivative,second_derivative,score
Dry,local_minimum,799,1199.0,0.8690498471260071,0.8690469889841088,-6.236608354692752e-06,3.3384045294682085e-05,0.026703701431317173
Dry,local_maximum,914,1314.0,0.9118298888206482,0.9118355356027666,-5.038578501370683e-06,-1.4498017653741258e-05,0.6341489396316836
Dry,slope_curvature_change,1002,1402.0,0.8326099514961243,0.8317994412679759,-0.0029635077685385425,-0.0001931147455312976,0.00018385366706852313
Dry,slope_curvature_change,1031,1431.0,0.7144200801849365,0.7148096433470602,-0.0027627314152062765,0.00019868937254985397,0.00019853578917905512
Dry,local_minimum,1053,1453.0,0.6918798685073853,0.6917309022513682,-1.0216735783330488e-05,3.934341128433716e-05,0.08177865048199062
Dry,local_maximum,1241,1641.0,0.7736200094223022,0.7735095527333589,-1.5834619717103315e-06,-4.177105590735808e-05,0.08177865048199062
Dry,local_minimum,1324,1724.0,0.6577599048614502,0.6585588490218971,-2.4032392062112162e-05,0.00016262588630922004,0.0769223031555003
Dry,slope_curvature_change,1324,1724.0,0.6577599048614502,0.6585588490218971,-2.4032392062112162e-05,0.00016262588630922004,0.00016148128154144792
Dry,slope_curvature_change,1357,1757.0,0.6757997870445251,0.6760239109964773,0.0006063650912662144,8.398611036369852e-05,7.385390691344584e-05
Dry,slope_curvature_change,1387,1787.0,0.7054900527000427,0.7063863065512783,0.0008046939503447148,-0.0002269746831941588,0.00022308135740267687
Dry,slope_curvature_change,1416,1816.0,0.7094499468803406,0.7094401682407806,0.0007670730162538941,-0.00024280047130986748,0.00024224678219259
Dry,local_maximum,1461,1861.0,0.7357701063156128,0.7354811521773974,-2.6985901963594294e-05,-8.271919522540028e-05,0.0769223031555003
Dry,slope_curvature_change,1486,1886.0,0.7033898830413818,0.7028294076137195,-0.003774791509922437,-0.0003364156520647976,0.0003361488679371888
Dry,slope_curvature_change,1511,1911.0,0.5625500679016113,0.5629299306293091,-0.004141048698432848,0.00030276053492342414,0.00029427767710055175
Dry,local_minimum,1531,1931.0,0.528499960899353,0.5283427854762572,1.2260275815745292e-05,0.00010999925385615783,0.062036394012118024
Dry,local_maximum,1599,1999.0,0.5903398990631104,0.5903791794883753,-2.0154515922299332e-05,-6.555319465270659e-05,0.062036394012118024
Dry,slope_curvature_change,1618,2018.0,0.5763399004936218,0.576193280698102,-0.0016179373036718792,-0.00010440086243135305,0.00010291078548985144
Dry,slope_curvature_change,1657,2057.0,0.4806399941444397,0.4809409852896386,-0.001560283820469216,0.00011859462154878431,0.00011723597363255678
Dry,local_minimum,1708,2108.0,0.4599801003932953,0.45995816686043517,5.180229189827301e-06,2.1108066677696935e-05,0.03155065935064666
Dry,local_maximum,1816,2216.0,0.49157002568244934,0.49150882621108183,-2.4448045404995566e-05,-6.868551622830898e-05,0.03155065935064666
Dry,slope_curvature_change,1834,2234.0,0.4743199944496155,0.4739252166103432,-0.0022323560378393614,-0.00015947366387047968,0.00015527437304399538
Dry,slope_curvature_change,1870,2270.0,0.3719899654388428,0.3723650718557291,-0.0017292832870769437,9.999082844061591e-05,9.462826608686026e-05
Dry,slope_curvature_change,1904,2304.0,0.3312601149082184,0.3321079203122572,-0.0003388159866821727,0.00019477070845566602,0.00019392547553541417
Dry,local_minimum,1906,2306.0,0.3307500183582306,0.3318192054394924,4.4903224538483943e-05,0.00018623282980152756,0.030526293346909483
Dry,slope_curvature_change,1924,2324.0,0.3440399467945099,0.34400892788398985,0.00026156418707340423,-0.00011708123526736613,0.0001083363798007192
Dry,slope_curvature_change,1946,2346.0,0.3347799777984619,0.3362574948195393,0.00014587190457646115,0.0001299784449368957,0.00012198259093565422
Dry,local_maximum,1999,2399.0,0.36243000626564026,0.3623454987864019,-1.2605515935765199e-05,-3.6302791596276585e-05,0.030526293346909483
