source,row,parse_ok,length,finite_count,nonfinite_count,min,max,mean
train,291,True,2151,2151,0,0.03700000047683716,0.8930000066757202,0.4774700105190277
train,292,True,2151,2151,0,0.04500000178813934,0.9070000052452087,0.47255975008010864
train,293,True,2151,2151,0,0.15299999713897705,0.8949999809265137,0.5039438009262085
train,294,True,2151,2151,0,0.035999998450279236,0.8949999809265137,0.43383869528770447
train,295,True,2151,2151,0,0.10700000077486038,0.8840000033378601,0.4434328079223633
train,296,True,2151,2151,0,0.07900000363588333,0.8930000066757202,0.423973023891449
train,297,True,2151,2151,0,0.07000000029802322,0.9070000052452087,0.504721999168396
train,298,True,2151,2151,0,0.10300000011920929,0.9290000200271606,0.5276927351951599
train,299,True,2151,2151,0,0.09399999678134918,0.9100000262260437,0.47715526819229126
train,300,True,2151,2151,0,0.20000000298023224,0.9459999799728394,0.5780794620513916
train,301,True,2151,2151,0,0.07599999755620956,0.9279999732971191,0.49076566100120544
train,302,True,2151,2151,0,0.09300000220537186,0.906000018119812,0.4909888207912445
train,303,True,2151,2151,0,0.09399999678134918,0.9440000057220459,0.5178768038749695
train,304,True,2151,2151,0,0.13899999856948853,0.9359999895095825,0.565371036529541
train,305,True,2151,2151,0,0.08799999952316284,0.9129999876022339,0.505622923374176
train,306,True,2151,2151,0,0.15600000321865082,0.9020000100135803,0.5586959719657898
train,307,True,2151,2151,0,0.0860000029206276,0.9020000100135803,0.5430920720100403
train,308,True,2151,2151,0,0.07000000029802322,0.8889999985694885,0.5024500489234924
train,309,True,2151,2151,0,0.15199999511241913,0.8960000276565552,0.5709432363510132
train,310,True,2151,2151,0,0.09000000357627869,0.8960000276565552,0.5147438645362854
train,311,True,2151,2151,0,0.06800000369548798,0.8830000162124634,0.500881016254425
train,312,True,2151,2151,0,0.1340000033378601,0.8949999809265137,0.5797964334487915
train,313,True,2151,2151,0,0.07400000095367432,0.9829999804496765,0.6122556924819946
train,314,True,2151,2151,0,0.07000000029802322,0.878000020980835,0.5412612557411194
train,315,True,2151,2151,0,0.10400000214576721,0.8960000276565552,0.5653398036956787
train,316,True,2151,2151,0,0.0729999989271164,0.9279999732971191,0.5756336450576782
train,317,True,2151,2151,0,0.16099999845027924,0.871999979019165,0.5717689394950867
train,318,True,2151,2151,0,0.23100000619888306,0.9509999752044678,0.6279600262641907
train,319,True,2151,2151,0,0.08399999886751175,0.9390000104904175,0.5834597945213318
train,320,True,2151,2151,0,0.10499999672174454,0.8799999952316284,0.5338624119758606
train,321,True,2151,2151,0,0.11100000143051147,0.9269999861717224,0.5826113820075989
train,322,True,2151,2151,0,0.07000000029802322,0.9290000200271606,0.5588768124580383
train,323,True,2151,2151,0,0.06199999898672104,0.902999997138977,0.557012140750885
train,324,True,2151,2151,0,0.07599999755620956,0.925000011920929,0.5785262584686279
train,325,True,2151,2151,0,0.05900000035762787,0.921999990940094,0.5560813546180725
train,326,True,2151,2151,0,0.20000000298023224,0.9369999766349792,0.6237991452217102
train,327,True,2151,2151,0,0.10000000149011612,0.8610000014305115,0.5372812151908875
train,328,True,2151,2151,0,0.07999999821186066,0.8339999914169312,0.5211886763572693
train,329,True,2151,2151,0,0.05700000002980232,0.8870000243186951,0.5464179515838623
train,330,True,2151,2151,0,0.06199999898672104,0.9309999942779541,0.5612101554870605
train,331,True,2151,2151,0,0.08100000023841858,0.8610000014305115,0.519223690032959
train,332,True,2151,2151,0,0.061000000685453415,0.9259999990463257,0.5456675887107849
train,333,True,2151,2151,0,0.1120000034570694,0.8740000128746033,0.5382789373397827
train,334,True,2151,2151,0,0.19200000166893005,0.8949999809265137,0.5973923802375793
train,335,True,2151,2151,0,0.07999999821186066,0.9079999923706055,0.5568158626556396
train,336,True,2151,2151,0,0.06400000303983688,0.9190000295639038,0.5637991428375244
